nivel,sub,escena,archivo_audio,indice_silaba,texto_silaba,inicio_segundos
6,1,1,6-Parque/Nivel 2/b.mp3,0,ME,
6,1,1,6-Parque/Nivel 2/b.mp3,1,SU,
6,1,1,6-Parque/Nivel 2/b.mp3,2,BO,
6,1,1,6-Parque/Nivel 2/b.mp3,3,AL,
6,1,1,6-Parque/Nivel 2/b.mp3,4,CO,
6,1,1,6-Parque/Nivel 2/b.mp3,5,LUM,
6,1,1,6-Parque/Nivel 2/b.mp3,6,PIO.,
6,1,2,6-Parque/Nivel 2/c.mp3,0,BA,
6,1,2,6-Parque/Nivel 2/c.mp3,1,JA,
6,1,2,6-Parque/Nivel 2/c.mp3,2,POR,
6,1,2,6-Parque/Nivel 2/c.mp3,3,LA,
6,1,2,6-Parque/Nivel 2/c.mp3,4,RE,
6,1,2,6-Parque/Nivel 2/c.mp3,5,SBA,
6,1,2,6-Parque/Nivel 2/c.mp3,6,LA,
6,1,2,6-Parque/Nivel 2/c.mp3,7,DI,
6,1,2,6-Parque/Nivel 2/c.mp3,8,LLA.,
6,2,0,6-Parque/Nivel 3/a.mp3,0,JU,
6,2,0,6-Parque/Nivel 3/a.mp3,1,GA,
6,2,0,6-Parque/Nivel 3/a.mp3,2,MOS,
6,2,0,6-Parque/Nivel 3/a.mp3,3,CON,
6,2,0,6-Parque/Nivel 3/a.mp3,4,LA,
6,2,0,6-Parque/Nivel 3/a.mp3,5,PE,
6,2,0,6-Parque/Nivel 3/a.mp3,6,LO,
6,2,0,6-Parque/Nivel 3/a.mp3,7,TA,
6,2,0,6-Parque/Nivel 3/a.mp3,8,Y,
6,2,0,6-Parque/Nivel 3/a.mp3,9,CO,
6,2,0,6-Parque/Nivel 3/a.mp3,10,RRE,
6,2,0,6-Parque/Nivel 3/a.mp3,11,MOS,
6,2,0,6-Parque/Nivel 3/a.mp3,12,TO,
6,2,0,6-Parque/Nivel 3/a.mp3,13,DOS,
6,2,0,6-Parque/Nivel 3/a.mp3,14,JUN,
6,2,0,6-Parque/Nivel 3/a.mp3,15,TOS.,
6,2,1,6-Parque/Nivel 3/b.mp3,0,EL,
6,2,1,6-Parque/Nivel 3/b.mp3,1,NI,
6,2,1,6-Parque/Nivel 3/b.mp3,2,ÑO,
6,2,1,6-Parque/Nivel 3/b.mp3,3,SU,
6,2,1,6-Parque/Nivel 3/b.mp3,4,BE,
6,2,1,6-Parque/Nivel 3/b.mp3,5,AL,
6,2,1,6-Parque/Nivel 3/b.mp3,6,CO,
6,2,1,6-Parque/Nivel 3/b.mp3,7,LUM,
6,2,1,6-Parque/Nivel 3/b.mp3,8,PIO,
6,2,1,6-Parque/Nivel 3/b.mp3,9,Y,
6,2,1,6-Parque/Nivel 3/b.mp3,10,SE,
6,2,1,6-Parque/Nivel 3/b.mp3,11,BA,
6,2,1,6-Parque/Nivel 3/b.mp3,12,LAN,
6,2,1,6-Parque/Nivel 3/b.mp3,13,CE,
6,2,1,6-Parque/Nivel 3/b.mp3,14,A,
6,2,1,6-Parque/Nivel 3/b.mp3,15,MUY,
6,2,1,6-Parque/Nivel 3/b.mp3,16,AL,
6,2,1,6-Parque/Nivel 3/b.mp3,17,TO.,
6,2,2,6-Parque/Nivel 3/c.mp3,0,LA,
6,2,2,6-Parque/Nivel 3/c.mp3,1,NI,
6,2,2,6-Parque/Nivel 3/c.mp3,2,ÑA,
6,2,2,6-Parque/Nivel 3/c.mp3,3,BA,
6,2,2,6-Parque/Nivel 3/c.mp3,4,JA,
6,2,2,6-Parque/Nivel 3/c.mp3,5,POR,
6,2,2,6-Parque/Nivel 3/c.mp3,6,LA,
6,2,2,6-Parque/Nivel 3/c.mp3,7,RE,
6,2,2,6-Parque/Nivel 3/c.mp3,8,SBA,
6,2,2,6-Parque/Nivel 3/c.mp3,9,LA,
6,2,2,6-Parque/Nivel 3/c.mp3,10,DI,
6,2,2,6-Parque/Nivel 3/c.mp3,11,LLA,
6,2,2,6-Parque/Nivel 3/c.mp3,12,Y,
6,2,2,6-Parque/Nivel 3/c.mp3,13,RÍ,
6,2,2,6-Parque/Nivel 3/c.mp3,14,E,
6,2,2,6-Parque/Nivel 3/c.mp3,15,CON,
6,2,2,6-Parque/Nivel 3/c.mp3,16,A,
6,2,2,6-Parque/Nivel 3/c.mp3,17,LE,
6,2,2,6-Parque/Nivel 3/c.mp3,18,GRÍ,
6,2,2,6-Parque/Nivel 3/c.mp3,19,A.,
